job_title,company,location,raw_content,job_url,stipend_text,duration_text,stipend_numeric,category,is_remote
Junior Data Analyst,Talent Corner HR Services,Mumbai,"Junior Data Analyst|Talent Corner HR Services|Actively hiring|Mumbai|₹ 15,000 lump sum|3 Months|1. Assist in collecting, cleaning, and organizing data from multiple sources
2. Perform basic data analysis to identify trends, patterns, and insights
3. Support creation of reports, dashboards, and presentations using Excel, SQL, or BI tools
4. Work with large datasets to ensure data accuracy and consistency
5. Conduct exploratory data analysis (EDA) under guidance of senior analysts
6. Help in maintaining and updating data reports on a regular basis
7. Assist in preparing data summaries for business and management teams
8. Follow data documentation and reporting standards
9. Collaborate with team members on ongoing data analysis projects
10. Learn and apply best practices in data analysis and visualization|Java|Python|Data Visualization|Interpersonal skills|Data Analysis|Data Cleaning|Machine Learning Operations (MLOps)|4 days ago",https://internshala.com/internship/detail/junior-data-analyst-internship-in-mumbai-at-talent-corner-hr-services1770186345,"₹ 15,000",3 Months,15000.0,Data Science & AI,False
Unknown,Unknown,Remote,"Get hired in  Data Science|4.5|Online Placement Course with AI|Highest salary offered: ₹9 LPA|Learn from industry experts of Paypal, Indigo & more|Skills you will learn|Python|Data Analysis|Machine Learning|and more|Course fees|(refundable if not placed)|₹34999|₹40000|Apply now",,₹9,N/A,9.0,Other,False
Business Analytics,MHLondon,Noida,"Business Analytics|MHLondon|Actively hiring|Noida|₹ 16,000 - 17,500 /month|4 Months|1. Assist with modeling scenario-based business plans, annual budgeting, and monthly forecasting processes.
2. Perform financial analysis and financial modeling.
3. Help prepare and publish monthly reports and analytics for the business.
4. Interpret data, analyze results using statistical techniques, and provide ongoing reports.
5. Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality.
6. Identify, analyze, and interpret trends or patterns in financial data sets.
7. Work with management to prioritize business and information needs.
8. Develop and track cross-company efforts to improve gross margin and cash flow.|MS-Office|Python|Data Analytics|Financial Modeling|Financial Analysis|Advanced Excel|English Proficiency (Spoken)|+3 more|4 days ago|Job offer upto|₹ 4LPA|post internship",https://internshala.com/internship/detail/business-analytics-internship-in-noida-at-mhlondon1770182827,"₹ 16,000 - 17,500",4 Months,16750.0,Data Science & AI,False
Machine Learning,Neurasys,Work from home,"Machine Learning|Neurasys|Actively hiring|Work from home|₹ 7,500 - 15,000 /month|3 Months|Selected intern’s day-to-day responsibilities include:

1. Collaborate with the team to develop and implement machine learning models for various applications.
2. Conduct data analysis, data cleaning, and preprocessing to ensure high-quality datasets for training models.
3. Work on NLP tasks such as sentiment analysis, text classification, and language modeling.
4. Utilize deep learning algorithms to build and optimize neural networks for image and text data.
5. Assist in the evaluation and testing of model performance, making improvements as needed.
6. Stay updated on the latest trends and advancements in machine learning to contribute innovative ideas.
7. Communicate effectively with team members to share progress, challenges, and solutions.|Python|Data Analytics|Machine Learning|Data Science|Natural Language Processing (NLP)|Deep Learning|4 days ago",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-neurasys1770180770,"₹ 7,500 - 15,000",3 Months,11250.0,Data Science & AI,True
Data Science,Maxgen Technologies Private Limited,Pune,"Data Science|Maxgen Technologies Private Limited|Actively hiring|Pune|₹ 5,000 - 12,000 /month|3 Months|We are looking for a dynamic data science intern to join our team at Maxgen Technologies Private Limited. If you are proficient in Python, machine learning, data science, and deep learning, this is the perfect opportunity for you to gain hands-on experience and contribute to cutting-edge projects. 



1. Collaborate with the team to analyze and interpret complex data sets.
2. Develop and implement machine learning algorithms to solve business problems.
3. Assist in creating data visualizations and presentations for key stakeholders.
4. Conduct research and stay up-to-date on the latest trends in data science and AI.
5. Participate in brainstorming sessions to generate innovative solutions.
6. Support the team in data cleaning, preprocessing, and analysis.
7. Contribute to the development and deployment of predictive models and data-driven solutions. 

If you are passionate about data science and eager to learn, apply now to kickstart your career with us!|Python|Machine Learning|Data Science|Deep Learning|4 days ago|Part time",https://internshala.com/internship/detail/part-time-data-science-internship-in-pune-at-maxgen-technologies-private-limited1770180753,"₹ 5,000 - 12,000",3 Months,8500.0,Data Science & AI,False
Software Development,Robin Home AI,Bangalore,"Software Development|Robin Home AI|Actively hiring|Bangalore|₹ 30,000 /month|3 Months|1.  Building and maintaining our backend
2. Experimenting with different AI agent frameworks
3. Using AI to iterate quickly on features|Python|LLMOps|4 days ago|Job offer upto|₹ 20LPA|post internship",https://internshala.com/internship/detail/software-development-internship-in-bangalore-at-robin-home-ai1770178788,"₹ 30,000",3 Months,30000.0,Web/Software Dev,False
Social Media And Communication,International Institute Of SDGs & Public Policy Research,Work from home,"Social Media And Communication|International Institute Of SDGs & Public Policy Research|Actively hiring|Work from home|Unpaid|2 Months|Role Overview: Social Media Marketing Intern

Role Objective:
To bridge the gap between complex research and the public by monitoring recent public and educational news and translating these updates into accessible social media content on public policy.

Strategic Approach:
We are prioritizing digital marketing over traditional media channels. This strategy is driven by the need for greater reach and affordability, ensuring our policy insights reach the widest possible audience of students and stakeholders cost-effectively.

Key Takeaway: The role turns ""news"" into ""awareness"" using the most efficient channel available.|English Proficiency (Spoken)|English Proficiency (Written)|Canva|4 days ago|Be an early applicant|Part time",https://internshala.com/internship/detail/work-from-home-social-media-and-communication-internship-at-international-institute-of-sdgs-public-policy-research1770139339,Unpaid,2 Months,0.0,Marketing & Growth,True
Business Analyst/ Sales/ Office Executive,Syncretic Engineering,Bhopal,"Business Analyst/ Sales/ Office Executive|Syncretic Engineering|Bhopal|₹ 5,000 - 11,000 /month|6 Months|1. Performing business analytics by collecting, organizing, and interpreting data to identify trends, insights, and opportunities that support strategic decision-making and business growth.
2. Assisting in the preparation of sales and technical proposals by conducting research, compiling requirements, creating presentations, and coordinating with internal teams to deliver client-focused solutions.
3. Providing day-to-day office support including documentation, coordination, scheduling, communication handling, and ensuring smooth administrative and operational processes.
4. Preparing detailed reports on performance metrics, sales data, operational outcomes, and project progress to assist management in monitoring and evaluation.
5. Creating and maintaining structured Excel files from raw data by cleaning, organizing, analyzing, and formatting datasets to ensure accuracy, usability, and effective reporting.|MS-Word|MS-PowerPoint|MS-Excel|Computer skills|Internet|4 days ago|Job offer upto|₹ 2.1LPA|post internship",https://internshala.com/internship/detail/business-analyst-sales-office-executive-internship-in-bhopal-at-syncretic-engineering1770120437,"₹ 5,000 - 11,000",6 Months,8000.0,Data Science & AI,False
Senior AI Enabled Video Editor,Expose Trendze,Work from home,"Senior AI Enabled Video Editor|Expose Trendze|Work from home|₹ 2,500 - 5,000 /month|6 Months|Are you a skilled AI video editor looking to gain valuable experience in the world of digital media on a full time basis? Expose Trendze is seeking a senior video editor intern to join our dynamic team! As an intern, you will have the opportunity to work on a variety of exciting projects and collaborate with our talented team of creatives. 

 

1. Edit and create high-quality videos for our website and social media platforms using only AI methods that we have identified.
2. Collaborate with our marketing team to develop engaging video content
3. Assist in filming and capturing footage for various projects
4. Stay up-to-date on the latest trends in video editing and digital media
5. Help to maintain and organize our video library
6. Assist in post-production tasks such as color correction and audio mixing
7. Contribute creative ideas and concepts for future video projects

If you are a passionate and creative individual with a strong knowledge of video editing, then we want to hear from you! This is a fantastic opportunity to gain hands-on experience and build your portfolio in a fast-paced and exciting industry. Apply now to join our team at Expose Trendze!|Video Editing|4 days ago|Be an early applicant",https://internshala.com/internship/detail/work-from-home-senior-ai-enabled-video-editor-internship-at-expose-trendze1770118495,"₹ 2,500 - 5,000",6 Months,3750.0,Data Science & AI,True
Teaching K-12 Kids Only Using AI Tools.,Sushila Foundation,Work from home,"Teaching K-12 Kids Only Using AI Tools.|Sushila Foundation|Work from home|Unpaid|6 Months|Are you passionate about education and technology? Are you looking for an opportunity to make a real impact in the lives of K-12 students? Sushila Foundation is seeking a Teaching K-12 Kids AI Tools Intern to join our team! 

Selected intern’s day-to-day responsibilities include: 

1. Assist in the development of AI-powered educational tools for K-12 students.
2. Collaborate with our team to create engaging and interactive learning experiences.
3. Provide support to teachers and students in using AI tools effectively.
4. Conduct research on the latest trends in AI technology for education.
5. Help analyze data to improve the effectiveness of our AI tools.
6. Collaborate with experts in the field to ensure our tools are cutting-edge.
7. Assist in training teachers and students on how to use AI tools in the classroom.

If you are a creative and innovative individual with a passion for education and technology, we want to hear from you! Join us at Sushila Foundation and help shape the future of education for K-12 students using AI tools. Apply now and be a part of something truly exciting!|Teaching|4 days ago",https://internshala.com/internship/detail/work-from-home-teaching-k-12-kids-only-using-ai-tools-internship-at-sushila-foundation1770118297,Unpaid,6 Months,0.0,Data Science & AI,True
Teaching AI Tools,Mahila Utkarsh Sansthan,Work from home,"Teaching AI Tools|Mahila Utkarsh Sansthan|Work from home|Unpaid|6 Months|As a teaching AI tools intern at Mahila Utkarsh Sansthan, you will have the exciting opportunity to apply your knowledge of Artificial Intelligence to help empower women through innovative technology solutions.

Selected intern’s day-to-day responsibilities include: 

1. Assisting in the development and implementation of AI-powered educational tools to enhance learning outcomes for women in rural areas.
2. Conducting research on the latest AI trends and technologies to continuously improve our programs.
3. Collaborating with the team to create interactive AI-based learning modules tailored to the needs of our target audience.
4. Providing training and support to staff and beneficiaries on how to effectively use AI tools for educational purposes.
5. Analyzing data and feedback to measure the impact of AI interventions on learning outcomes.
6. Contributing to the organization's overall strategy for integrating AI into its programs and services.
7. Collaborating with external partners and stakeholders to leverage AI tools for social impact. 

If you are passionate about using AI for social good and making a difference in the lives of women, this internship is the perfect opportunity for you to gain hands-on experience and contribute to meaningful projects. Apply now to join our dynamic team!|Artificial intelligence|4 days ago",https://internshala.com/internship/detail/work-from-home-teaching-ai-tools-internship-at-mahila-utkarsh-sansthan1770118254,Unpaid,6 Months,0.0,Data Science & AI,True
Data Analytics,Neetu M,Bangalore,"Data Analytics|Neetu M|Actively hiring|Bangalore|₹ 8,000 - 10,000 /month|3 Months|We’re an early-stage startup and data is still messy, incomplete, and evolving. This role is about bringing order, clarity, and quick insights. You’ll work closely with the founder and core team to set up basic data tracking, make sense of numbers, and help drive day-to-day decisions.

What you’ll do
* Help set up and maintain data tracking using spreadsheets, simple databases, or basic tools
* Clean, organize, and structure early-stage data that isn’t always perfect
* Collect and compile data for weekly reports
* Do quick analyses to answer real business questions, not academic ones
* Spot early trends, gaps, and red flags even with small datasets
* Build simple, easy-to-understand reports or dashboards using Excel, Google Sheets, or Power BI
* Track daily and weekly metrics like growth, usage, revenue, and costs
* Work closely with founders, product, marketing, and operations teams
* Handle ad-hoc data requests and shifting priorities as the startup moves fast
* Help define basic data processes, naming conventions, and metric definitions
* Document assumptions, data sources, and logic behind reports
* Create reusable templates for reports and analysis
* Explore simple automations or tools to reduce manual work
* Suggest free or cost-effective tools suitable for a startup environment
* Take ownership of small projects end-to-end and push them to completion
* Handle data responsibly and maintain confidentiality

What we’re looking for
* Strong comfort with numbers, logic, and spreadsheets
* Curious mindset and ability to figure things out with limited guidance
* Practical approach to analysis focused on business impact
* Ability to explain data simply to non-technical people
* Comfortable working in ambiguity and changing priorities
* Basic understanding of data privacy and responsible data handling
* Prior experience with Excel, Google Sheets, or Power BI is a plus, not a deal breaker

Why this role matters
You won’t just “support” analytics here. You’ll help shape how data is tracked and used from the ground up, work directly with decision-makers, and see your work influence real outcomes.
If you like building from zero, thinking practically, and learning fast, this role will suit you.|Python|SQL|Data Analytics|MS-Excel|Power BI|Tableau|4 days ago|Job offer upto|₹ 2.5LPA|post internship",https://internshala.com/internship/detail/data-analytics-internship-in-bangalore-at-neetu-m1770113991,"₹ 8,000 - 10,000",3 Months,9000.0,Data Science & AI,False
AI Automation,"Digital Dada (Fort Lauderdale, United States)",Work from home,"AI Automation|Digital Dada (Fort Lauderdale, United States)|Actively hiring|Work from home|₹ 25,000 - 30,000 /month|3 Months|1. Build and experiment with new AI automations
2. Discuss and explore applications of AI to improve business functions
3. Document the list of completed AI automations
4. Track and report current OpenClaw agents in operation
5. Identify problems encountered and outline implemented solutions
6. Propose suggestions to improve Digital Dada’s AI stack|Python|4 days ago|International|Part time",https://internshala.com/internship/detail/work-from-home-part-time-ai-automation-internship-at-digital-dada1770111342,"₹ 25,000 - 30,000",3 Months,27500.0,Data Science & AI,True
AI Research Analyst,Review.Ai,Work from home,"AI Research Analyst|Review.Ai|Actively hiring|Work from home|₹ 5,000 - 8,000 /month|3 Months|1. Discover and explore new AI tools across different categories
2. Research tools in depth and contribute to our internal discovery engine
3. Understand and evaluate core features, limitations, and ideal use cases
4. Organize findings into clear documentation and scoring frameworks
5. Assist with screen recording and visual preparation for reviews and content|Content Writing|Machine Learning|Artificial intelligence|Research and Analytics|Market research|4 days ago",https://internshala.com/internship/detail/work-from-home-ai-research-analyst-internship-at-reviewai1770109572,"₹ 5,000 - 8,000",3 Months,6500.0,Data Science & AI,True
Algorithmic Trading Developer,Trekkaro,Work from home,"Algorithmic Trading Developer|Trekkaro|Work from home|₹ 10,000 - 12,000 /month|3 Months|Are you a tech-savvy individual with a passion for financial markets and data analysis? 
Join our team as an Algorithmic Trading Developer intern! We are seeking a Python expert with knowledge in Python Libraries, Data Analytics, Quantitative Research, Machine Learning, and Deep Learning to assist our team in developing cutting-edge trading algorithms.

Selected intern’s day-to-day responsibilities include: 

1. Collaborate with our team to design and implement algorithmic trading strategies utilizing Python.
2. Utilize data analytics techniques to analyze market trends and optimize trading algorithms.
3. Conduct quantitative research to identify profitable trading opportunities.
4. Implement machine learning models to enhance the performance of trading algorithms.
5. Develop trading algorithms on QuantConnect/BackTrader/PineScript. 
6. Work closely with senior developers to test and optimize trading algorithms.
7. Contribute to the overall success of our trading operations and help drive profitability.

If you are a motivated individual looking to gain valuable experience in algorithmic trading development, apply now!|Python|Data Analytics|Machine Learning|Deep Learning|Quantitative Research|Python Libraries|4 days ago",https://internshala.com/internship/detail/work-from-home-algorithmic-trading-developer-internship-at-trekkaro1770105831,"₹ 10,000 - 12,000",3 Months,11000.0,Web/Software Dev,True
Machine Learning Developer,Invictus Global Tech,Work from home,"Machine Learning Developer|Invictus Global Tech|Actively hiring|Work from home|₹ 5,000 - 15,000 /month|3 Months|As a machine learning developer intern at Invictus Global Tech, you will have the opportunity to work on cutting-edge projects that will shape the future of technology. You will be part of a dynamic team of experts who are passionate about driving innovation and pushing boundaries in the field of artificial intelligence.



1. Develop and implement machine learning models to solve complex business problems.
2. Collaborate with cross-functional teams to gather requirements and ensure project success.
3. Optimize and fine-tune existing machine learning algorithms for improved accuracy and performance.
4. Conduct research on the latest trends and advancements in the field of machine learning.
5. Assist in the deployment and integration of machine learning solutions into production environments.
6. Perform data analysis and preprocessing tasks to prepare datasets for machine learning algorithms.
7. Participate in code reviews and provide constructive feedback to team members for continuous improvement.

Join us at Invictus Global Tech and unleash your potential as a Machine Learning Developer intern. Exciting challenges and unparalleled learning opportunities await you!|OpenCV|Machine Learning|Deep Learning|4 days ago|Part time",https://internshala.com/internship/detail/work-from-home-part-time-machine-learning-developer-internship-at-invictus-global-tech1770105551,"₹ 5,000 - 15,000",3 Months,10000.0,Data Science & AI,True
Data Analytics,Aethilus Private Limited,Bangalore(Hybrid),"Data Analytics|Aethilus Private Limited|Actively hiring|Bangalore|(Hybrid)|₹ 17,500 - 20,000 /month|6 Months|Key Responsibilities
Collect, clean, and analyze structured and semi-structured data from multiple sources
Assist in preparing Management Information System (MIS) reports on a daily/weekly/monthly basis
Develop and maintain reports and dashboards using Excel, Power BI, Tableau, or similar tools
Identify trends, patterns, and anomalies in data and present actionable insights
Support ad-hoc data analysis requests from business and technical teams
Ensure data accuracy, consistency, and integrity across reports
Document data definitions, assumptions, and reporting logic
Collaborate with cross-functional teams to understand business requirements
Required Skills & Qualifications
Pursuing or recently completed a degree in Computer Science, Data Science, Statistics, Mathematics, Engineering, or related field
Strong proficiency in MS Excel / Google Sheets (Pivot Tables, VLOOKUP/XLOOKUP, formulas)
Basic knowledge of SQL for data querying
Understanding of data analysis concepts and reporting frameworks
Good analytical and problem-solving skills
Ability to communicate insights clearly through reports and presentations
Preferred Skills (Good to Have)
Exposure to Power BI / Tableau / Looker
Basic knowledge of Python (Pandas, NumPy, Matplotlib)
Understanding of KPIs, business metrics, and MIS reporting
Prior academic or internship projects involving data analysis
What You Will Learn
Real-world data analysis in an IT services environment
Hands-on experience with MIS reporting and business dashboards
Translating data into insights for decision-making
Working with stakeholders and understanding business needs
Industry-standard analytics tools and best practices
Who Should Apply
Students or fresh graduates eager to build a career in Data Analytics / Business Intelligence
Candidates with strong attention to detail and a data-driven mindset
Individuals willing to learn and adapt in a fast-paced IT services setup|Python|SQL|MS-Excel|5 days ago",https://internshala.com/internship/detail/data-analytics-internship-in-bangalore-at-aethilus-private-limited1770097088,"₹ 17,500 - 20,000",6 Months,18750.0,Data Science & AI,False
Data Science,Innoknowvex,Work from home,"Data Science|Innoknowvex|Actively hiring|Work from home|₹ 7,000 - 25,000 /month|2 Months|A. Data collection & cleaning:
1. Gather data from internal databases, APIs, or public datasets.
2. Identify and handle missing values, inconsistencies, and errors.
3. Transform raw data into a usable format for analysis.

B. Data exploration & analysis:
1. Perform exploratory data analysis (EDA) to understand patterns and trends.
2. Use statistical methods to identify correlations, anomalies, or outliers.
3. Visualize data using charts, graphs, and dashboards (Matplotlib, Seaborn, Tableau, etc.).

C. Feature engineering & preprocessing:
1. Create new features from existing data to improve model performance.
2. Normalize, encode, or scale data as needed.
3. Handle categorical and time-series data preprocessing.

D. Modeling & machine learning:
1. Assist in building predictive or classification models using Python/R.
2. Test multiple algorithms and evaluate performance using metrics like accuracy, F1-score, RMSE, etc.
3. Fine-tune hyperparameters and document findings.

E. Reporting & documentation:
1. Prepare reports summarizing insights, trends, and model results.
2. Maintain clear documentation for code, methodology, and workflows.
3. Present findings to the team or mentor in meetings.|Python|SQL|Data Analytics|Machine Learning|Data Science|Deep Learning|Artificial intelligence|5 days ago|Job offer upto|₹ 7LPA|post internship",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-innoknowvex1770103726,"₹ 7,000 - 25,000",2 Months,16000.0,Data Science & AI,True
Data Science,Mindenious Edutech,Work from home,"Data Science|Mindenious Edutech|Actively hiring|Work from home|₹ 3,000 - 17,000 /month|1 Month|1. Data Collection & Cleaning: Assisting in gathering structured and unstructured data from different sources (e.g., databases, APIs, CSV files).
2. Data Exploration & Analysis: Performing exploratory data analysis (EDA) to understand trends and patterns.
3. Model Building & Testing (under supervision): Testing models and evaluating them using metrics like accuracy, precision, recall, etc.
4. Visualization & Reporting: Creating dashboards or visualizations to communicate insights (using tools like Tableau, Power BI, or Python libraries).|Python|SQL|Data Analytics|Machine Learning|Data Science|Deep Learning|5 days ago|Job offer upto|₹ 6LPA|post internship|Part time",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-mindenious-edutech1770102893,"₹ 3,000 - 17,000",1 Month,10000.0,Data Science & AI,True
Growth,SuperTails,Bangalore,"Growth|SuperTails|Actively hiring|Bangalore|₹ 15,000 /month|6 Months|1. Own and execute healthcare growth and retention initiatives including clinic journeys, offers, cohorts, and campaigns
2. Break down large initiatives into clear tasks, timelines, and ownership plans
3. Follow up with cross-functional teams across operations, marketing, technology, and clinic teams to ensure timely delivery
4. Maintain and update project trackers and status dashboards
5. Assist in building and running customer journeys across WhatsApp, push notifications, email, and in-app channels
6. Identify, track, and monitor key cohorts such as N2B, repeat users, lapsers, and churn-risk users
7. Support offer rollouts, campaign launches, and experiment execution
8. Ensure all journeys are executed accurately without leaks or missed cohorts
9. Track initiative performance using basic SQL, Excel, or Google Sheets
10. Monitor key metrics including conversions, repeat rates, drop-offs, and engagement
11. Prepare clear weekly reports summarizing launches, live initiatives, and performance insights
12. Proactively flag anomalies, gaps, and execution issues
13. Maintain documentation for healthcare growth initiatives and learnings
14. Ensure consistent adherence to SOPs, cohort definitions, and execution logic
15. Improve execution processes over time to reduce manual errors and increase reliability|SQL|Market Analysis|MS-Excel|Marketing Campaigns|5 days ago",https://internshala.com/internship/detail/growth-internship-in-bangalore-at-supertails1770102583,"₹ 15,000",6 Months,15000.0,Marketing & Growth,False
Executive Assistant (AI & MS Office),ZAgrication LLP,Lucknow(Hybrid),"Executive Assistant (AI & MS Office)|ZAgrication LLP|Actively hiring|Lucknow|(Hybrid)|₹ 8,000 - 12,000 /month|3 Months|1. Manage daily schedules, reminders, follow-ups, and task coordination.
2. Create trackers, reports, documents, and presentations using MS Office.
3. Use AI tools to draft emails, summaries, SOPs, and structured notes.
4. Coordinate with internal teams and ensure timely task closure.
5. Maintain organised records and documentation.|MS-Office|Report Writing|Email Management|Document Management|Scheduling|Google Sheets|Generative AI Tools|+1 more|5 days ago",https://internshala.com/internship/detail/executive-assistant-ai-ms-office-internship-in-lucknow-at-zagrication-llp1770099753,"₹ 8,000 - 12,000",3 Months,10000.0,Data Science & AI,False
Artificial Intelligence (AI),"Hebbrix Inc (Boston, United States)",Work from home,"Artificial Intelligence (AI)|Hebbrix Inc (Boston, United States)|Actively hiring|Work from home|₹ 8,000 - 10,000 /month|3 Months|1. Use AI coding tools like Claude, Cursor, GitHub Copilot, and similar assistants to write clean, well-documented code efficiently
2. Assist in researching and testing AI/ML models and approaches for our memory infrastructure product
3. Help with data collection, cleaning, and preparation for training and evaluation
4. Build product features and prototypes quickly using AI-assisted development workflows
5. Participate in team calls, share progress updates, and collaborate directly with the founding team
6. Stay updated on the latest AI tools and techniques, and suggest ways to improve our development process

Note: This is a highly selective internship; only apply if you're genuinely passionate about AI and start-ups.|Python|Data Structures|Machine Learning|Data Science|Neural Networks|Natural Language Processing (NLP)|Deep Learning|+1 more|5 days ago|International",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-hebbrix-inc1770097071,"₹ 8,000 - 10,000",3 Months,9000.0,Data Science & AI,True
Junior Architect,The Agency Source,Delhi,"Junior Architect|The Agency Source|Actively hiring|Delhi|₹ 10,000 /month|3 Months|We are looking for an 'Architect Intern' to supervise a project in South Delhi. 

Selected intern's day-to-day responsibilites include:

1. Monitor quality of materials and workmanship.
2. Track project timelines and flag delays or issues.
3. Use AI-based architecture tools for visualization.|Data Visualization|Architectural Drafting|Generative AI Tools|5 days ago",https://internshala.com/internship/detail/junior-architect-internship-in-delhi-at-the-agency-source1770096718,"₹ 10,000",3 Months,10000.0,Other,False
Artificial Intelligence (AI),Eklavya.me,Work from home,"Artificial Intelligence (AI)|Eklavya.me|Actively hiring|Work from home|₹ 5,000 - 6,000 /month|3 Months|Selected intern’s key responsibilities will include:

1. Use large language models (LLMs) to generate educational content such as quizzes, lessons, summaries, and game content.
2. Build and refine multi-agent pipelines to automate complex content creation and validation workflows.
3. Design and maintain prompt templates, chains, and structured outputs to ensure consistent and accurate results.
4. Assist in AI-driven tagging and classification of books, lessons, and games.
5. Evaluate and improve AI-generated content for originality, accuracy, age-appropriateness, and curriculum alignment.
6. Build Python-based automation scripts for tasks such as content migration, URL validation, and metadata generation.|Python|Data Structures|Machine Learning|Data Science|Neural Networks|Natural Language Processing (NLP)|Deep Learning|+1 more|5 days ago",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-eklavyame1770094966,"₹ 5,000 - 6,000",3 Months,5500.0,Data Science & AI,True
Coding Instructor | Mentor | Data Structures & Algorithms,CipherSchools,"Chandigarh, Mohali, Punjab","Coding Instructor | Mentor | Data Structures & Algorithms|CipherSchools|Actively hiring|Chandigarh, Mohali, Punjab|₹ 60,000 - 80,000 /month|4 Months|1. Conduct interactive in-person sessions to teach competitive programming concepts and problem-solving strategies.
2. Design and deliver lectures on algorithms, data structures, and coding techniques relevant to competitive programming.
3. Create and manage coding challenges and mock contests to prepare students for real-world competitions.
4. Provide personalized feedback and guidance to students to enhance their coding skills and efficiency.
5. Mentor students on how to approach coding problems, optimize solutions, and improve their time management during contests.
6. Stay updated with the latest trends in competitive programming and incorporate best practices into the curriculum.
7. Evaluate student progress through regular assessments and provide constructive feedback.
8. Collaborate with other mentors to develop a structured, up-to-date curriculum.|Algorithms|Data Structures|C Programming|C++ Programming|5 days ago",https://internshala.com/internship/detail/coding-instructor--mentor--data-structures-algorithms-internship-in-multiple-locations-at-cipherschools1770048212,"₹ 60,000 - 80,000",4 Months,70000.0,Data Science & AI,False
Machine Learning,EVALZZ,Work from home,"Machine Learning|EVALZZ|Actively hiring|Work from home|₹ 10,000 - 30,000 /month|2 Months|As a Machine Learning intern at EVALZZ, you will have the opportunity to work on cutting-edge projects in the fields of data analytics, data science, natural language processing (NLP), deep learning, and artificial intelligence. Your responsibilities will include:

1. Assisting in the development and implementation of machine learning algorithms using Python
2. Conducting data analysis to identify trends and patterns in large datasets
3. Collaborating with the team to design and improve machine learning models
4. Researching and implementing new techniques in deep learning and NLP
5. Supporting the integration of AI technologies into existing systems
6. Assisting in the evaluation and optimization of machine learning models
7. Contributing to the development of innovative solutions to complex problems

If you are a motivated and talented individual with a strong background in Python, machine learning, and data science, we invite you to join our team and make a meaningful impact at EVALZZ. Apply now to kickstart your career in the exciting world of AI technology.|Python|Data Analytics|Machine Learning|Data Science|Natural Language Processing (NLP)|Deep Learning|Artificial intelligence|5 days ago",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-evalzz1770038258,"₹ 10,000 - 30,000",2 Months,20000.0,Data Science & AI,True
Lead Management,EDU SHIKSHAVERTEX PRIVATE LIMITED,"Chennai, Coimbatore, Erode, Madurai, Kanyakumari, Thanjavur, Tiruvannamalai, Thiruvarur, Vellore, Kanchipuram, Salem, Pondicherry, Belur","Lead Management|EDU SHIKSHAVERTEX PRIVATE LIMITED|Actively hiring|Chennai, Coimbatore, Erode, Madurai, Kanyakumari, Thanjavur, Tiruvannamalai, Thiruvarur, Vellore, Kanchipuram, Salem, Pondicherry, Belur|₹ 4,500 - 30,000 /month|1 Month|Are you passionate about education and eager to make a difference in the lives of students? Join our team as a 'Lead Management Intern!' As a crucial member of our team, you will have the opportunity to work closely with our marketing and sales departments to generate and nurture leads, ultimately contributing to the growth and success of our company. 

Selected intern's day-to-day responsibilites include: 

1. Utilize CRM software to track and manage leads throughout the sales cycle
2. Qualify leads through phone calls, emails, and online communication
3. Develop and implement lead generation strategies to increase customer acquisition
4. Collaborate with sales team to ensure leads are properly handed off and followed up on
5. Analyze lead data and provide insights to improve lead management processes
6. Assist in the development of marketing campaigns to attract new leads
7. Stay up-to-date on industry trends and best practices to optimize lead management strategies

If you are a proactive, detail-oriented individual with excellent communication skills and a strong desire to learn, we want to hear from you! Apply now to kickstart your career in lead management with us.|Effective Communication|5 days ago|Part time",https://internshala.com/internship/detail/lead-management-internship-in-multiple-locations-at-edu-shikshavertex-private-limited1770037597,"₹ 4,500 - 30,000",1 Month,17250.0,Other,False
Revenue/Growth Operations Analyst,Across The Globe (ATG),Bangalore(Hybrid),"Revenue/Growth Operations Analyst|Across The Globe (ATG)|Actively hiring|Bangalore|(Hybrid)|₹ 2,600 - 12,500 /month|6 Months|1. Connect with the leads/clients. Gather the requirements from the Client and create a detailed business analysis, abstract the problems, opportunities, and solutions for a business.
2. Gather the requirements from the Client and implement competitive analysis for clients to identify both offensive and defensive opportunities within the industry, and thereby develop a sound strategy to enhance growth
3. Capture the opportunities while dealing with threats in any-sized market space
4. Analyze and translate the client's requirements distinctly
5. Stay updated with the latest processes and trends in the market
6. Conduct meetings and presentations to share ideas and findings with the stakeholders
7. Gather critical information to produce useful reports through these meetings
8. Allocate resources and maintain cost efficiency|Negotiation|Market Analysis|Strategy|Client Interaction|Business Analysis|Business Research|Client Relationship|+4 more|5 days ago|Job offer upto|₹ 7LPA|post internship",https://internshala.com/internship/detail/revenue-growth-operations-analyst-internship-in-bangalore-at-across-the-globe-atg1770035367,"₹ 2,600 - 12,500",6 Months,7550.0,Data Science & AI,False
